policy_id,customer_id,policy_type,premium_amount,start_date,end_date,agent_id
12979,3540,Vehicle,21828.708220693283,2021-10-17,2022-10-17,36
12980,7166,Vehicle,22380.543044206308,2024-07-27,2025-07-27,68
12981,22813,Property,5000.0,2022-08-31,2023-08-31,109
12982,13566,Health,9946.91204494584,2020-06-16,2021-06-16,491
12983,18500,Property,8634.948290796343,2020-10-10,2021-10-10,272
12984,594,Health,20039.810180207103,2021-08-04,2022-08-04,227
12985,17787,Vehicle,15949.906499817933,2020-10-07,2021-10-07,166
12986,13436,Health,11649.497513911569,2023-12-03,2024-12-02,84
12987,11916,Vehicle,22903.90630401345,2020-05-09,2021-05-09,231
12988,16544,Health,12959.30923184788,2020-02-18,2021-02-17,125
12989,23935,Health,14756.0723652721,2024-01-28,2025-01-27,173
12990,15115,Health,16478.47883176605,2024-01-27,2025-01-26,455
12991,7962,Vehicle,23851.226833754576,2020-10-29,2021-10-29,199
12992,11817,Vehicle,24044.256369170747,2023-06-17,2024-06-16,378
12993,5820,Health,17688.649633585515,2020-05-08,2021-05-08,232
12994,6547,Vehicle,20232.046718769965,2025-09-26,2026-09-26,164
12995,5808,Vehicle,25473.353484048755,2024-09-21,2025-09-21,484
12996,2239,Vehicle,16386.088519224784,2024-03-06,2025-03-06,3
12997,15882,Health,14554.04416934808,2024-09-26,2025-09-26,481
12998,23586,Vehicle,20247.06027069506,2020-07-29,2021-07-29,197
12999,24824,Vehicle,24314.17650420067,2023-11-14,2024-11-13,15
13000,14975,Vehicle,11162.61827449335,2020-04-12,2021-04-12,176
13001,15795,Health,18859.52236442299,2023-12-02,2024-12-01,461
13002,23469,Property,10701.562490543714,2022-11-10,2023-11-10,262
13003,16402,Property,12487.000510094602,2022-11-28,2023-11-28,4
13004,9312,Vehicle,21899.40647993358,2023-09-11,2024-09-10,33
13005,13732,Vehicle,19714.82587949829,2025-03-18,2026-03-18,292
13006,5253,Health,17363.564716409594,2023-01-26,2024-01-26,109
13007,16978,Health,14531.013893911071,2020-10-18,2021-10-18,67
13008,2942,Vehicle,26986.21183882028,2021-04-05,2022-04-05,449
13009,14339,Vehicle,17027.97660106518,2025-01-28,2026-01-28,180
13010,23942,Vehicle,14306.718416847962,2025-04-10,2026-04-10,439
13011,23905,Health,15686.472473123757,2022-09-01,2023-09-01,37
13012,24892,Health,12483.361331338789,2020-12-28,2021-12-28,163
13013,14544,Health,15118.26968065378,2025-10-31,2026-10-31,357
13014,13100,Property,11621.598189520944,2021-12-17,2022-12-17,204
13015,21826,Health,18990.13164761101,2020-07-18,2021-07-18,325
13016,19959,Vehicle,13835.787388225452,2022-04-29,2023-04-29,226
13017,16325,Health,17037.52384299201,2025-07-19,2026-07-19,212
13018,11100,Vehicle,18375.04540950052,2025-05-19,2026-05-19,318
13019,3380,Vehicle,25105.97341538702,2020-08-14,2021-08-14,133
13020,9857,Health,14235.74986168556,2025-05-04,2026-05-04,336
13021,7164,Vehicle,18332.95731606308,2024-01-12,2025-01-11,113
13022,3205,Vehicle,25672.035400371075,2021-03-29,2022-03-29,232
13023,16452,Vehicle,14588.6333214006,2024-04-02,2025-04-02,271
13024,8925,Property,5000.0,2020-03-12,2021-03-12,240
13025,17730,Vehicle,12966.290674759604,2024-03-16,2025-03-16,243
13026,20815,Health,13837.21142764622,2023-05-22,2024-05-21,109
13027,24965,Property,12539.798890910388,2025-03-03,2026-03-03,292
13028,19899,Vehicle,23355.919888267978,2025-12-25,2026-12-25,451
13029,12927,Vehicle,20966.354467596364,2020-03-26,2021-03-26,243
13030,9882,Vehicle,12258.55944047853,2021-09-12,2022-09-12,340
13031,3470,Vehicle,20165.280592196137,2024-06-30,2025-06-30,294
13032,14889,Property,10374.31278307133,2024-07-15,2025-07-15,364
13033,7243,Vehicle,17472.736623054647,2020-09-08,2021-09-08,428
13034,20947,Property,10467.63160001084,2022-03-11,2023-03-11,261
13035,2506,Vehicle,18491.09156242145,2022-12-01,2023-12-01,322
13036,20177,Vehicle,17519.50693504756,2025-05-29,2026-05-29,58
13037,722,Health,15533.787362023855,2021-02-27,2022-02-27,57
13038,22460,Health,16971.853047389068,2024-04-26,2025-04-26,195
13039,11772,Vehicle,11448.746598386137,2023-09-26,2024-09-25,203
13040,12278,Vehicle,24205.19402284213,2025-04-20,2026-04-20,189
13041,4480,Vehicle,14056.811811160642,2023-06-01,2024-05-31,450
13042,20351,Vehicle,9129.443630681317,2021-04-17,2022-04-17,60
13043,23951,Vehicle,10056.736122823211,2025-06-06,2026-06-06,386
13044,4079,Vehicle,22838.175324755077,2020-01-25,2021-01-24,194
13045,20399,Vehicle,20053.439040830184,2023-11-09,2024-11-08,434
13046,19309,Vehicle,26019.447790794304,2021-12-08,2022-12-08,262
13047,3233,Vehicle,22553.18707577455,2024-05-19,2025-05-19,211
13048,19167,Vehicle,20778.74064885022,2025-08-25,2026-08-25,475
13049,15791,Vehicle,23582.851398152205,2025-10-10,2026-10-10,378
13050,17060,Vehicle,13120.754638086351,2025-08-23,2026-08-23,214
13051,19910,Health,15617.077312784491,2025-05-05,2026-05-05,323
13052,174,Health,6610.360274711133,2024-12-27,2025-12-27,123
13053,19508,Vehicle,14129.011618551309,2020-09-03,2021-09-03,227
13054,6256,Vehicle,26673.30507450147,2020-05-19,2021-05-19,1
13055,7496,Health,14636.606997319352,2025-04-11,2026-04-11,115
13056,17528,Property,11284.168159096916,2025-10-07,2026-10-07,32
13057,22603,Vehicle,16318.659676552645,2020-06-08,2021-06-08,455
13058,21367,Vehicle,20238.607860206565,2023-12-23,2024-12-22,475
13059,11930,Vehicle,20642.404376345872,2020-07-08,2021-07-08,180
13060,2077,Vehicle,22490.573561548583,2025-10-31,2026-10-31,285
13061,1282,Vehicle,15108.427156070691,2023-10-10,2024-10-09,51
13062,6680,Property,10424.701744058775,2020-05-14,2021-05-14,484
13063,1810,Health,14700.312962448064,2024-06-18,2025-06-18,457
13064,14113,Health,13782.516079203177,2020-04-08,2021-04-08,256
13065,22393,Vehicle,18868.11650849013,2021-05-21,2022-05-21,151
13066,23278,Vehicle,11587.782613662132,2021-04-22,2022-04-22,160
13067,23253,Vehicle,16486.329250453226,2025-03-25,2026-03-25,260
13068,5974,Health,17121.3032845821,2023-05-22,2024-05-21,331
13069,20897,Health,18399.97960965452,2025-12-21,2026-12-21,153
13070,12705,Health,17316.007279881604,2021-02-01,2022-02-01,360
13071,8872,Vehicle,17157.225511403,2021-02-10,2022-02-10,408
13072,22718,Vehicle,26150.408957250387,2023-08-27,2024-08-26,350
13073,7950,Health,15592.423890983917,2022-04-02,2023-04-02,306
13074,23981,Vehicle,18372.30716618392,2022-08-30,2023-08-30,60
13075,5402,Vehicle,23588.172066216983,2024-07-08,2025-07-08,485
13076,6811,Property,13019.737049633024,2020-04-06,2021-04-06,384
13077,7178,Vehicle,25030.418963067103,2020-11-23,2021-11-23,28
13078,2917,Health,22440.32983073945,2021-08-08,2022-08-08,73
13079,721,Health,20568.708564955195,2020-10-03,2021-10-03,227
13080,10283,Property,12749.021418844684,2024-03-27,2025-03-27,129
13081,19908,Health,20056.956187740547,2023-09-08,2024-09-07,105
13082,12769,Vehicle,24002.704563268147,2020-08-30,2021-08-30,377
13083,22782,Vehicle,20264.080785001985,2024-07-26,2025-07-26,266
13084,16272,Vehicle,31761.676255932267,2021-01-11,2022-01-11,102
13085,24088,Vehicle,18274.301473274907,2020-05-11,2021-05-11,165
13086,17007,Property,13470.834637968328,2022-05-29,2023-05-29,310
13087,24157,Property,14176.419888859698,2021-11-24,2022-11-24,96
13088,13618,Vehicle,25300.65871838895,2023-01-31,2024-01-31,239
13089,19279,Vehicle,19410.05311328988,2023-08-12,2024-08-11,56
13090,14270,Vehicle,22499.54293667306,2024-03-25,2025-03-25,174
13091,16128,Health,9268.7447036982,2023-04-14,2024-04-13,19
13092,5212,Vehicle,26870.54939967618,2024-04-22,2025-04-22,393
13093,1204,Vehicle,22317.511970458785,2022-03-30,2023-03-30,441
13094,16264,Vehicle,20747.414395155247,2023-10-19,2024-10-18,334
13095,19062,Vehicle,27045.30136494776,2021-03-15,2022-03-15,147
13096,2697,Health,14662.947949868245,2025-09-15,2026-09-15,454
13097,24763,Health,5000.0,2020-09-11,2021-09-11,76
13098,21230,Vehicle,20192.00009413686,2025-11-03,2026-11-03,281
13099,21702,Vehicle,16600.356996463248,2024-05-02,2025-05-02,270
13100,4194,Vehicle,11541.119328907233,2023-02-16,2024-02-16,384
13101,2322,Health,15944.2192720376,2022-10-06,2023-10-06,471
13102,23635,Property,8781.615295444906,2025-08-12,2026-08-12,269
13103,14323,Vehicle,12667.0146465273,2021-04-11,2022-04-11,406
13104,15817,Property,13648.932569055878,2021-04-28,2022-04-28,447
13105,20621,Health,10271.859690681908,2020-12-30,2021-12-30,329
13106,14951,Property,9273.205356348602,2021-12-17,2022-12-17,353
13107,5988,Vehicle,18278.25809889765,2022-01-04,2023-01-04,3
13108,1816,Health,8338.198777942143,2022-09-27,2023-09-27,380
13109,22828,Vehicle,13864.53497539398,2023-11-07,2024-11-06,403
13110,13356,Property,9773.548381697552,2025-11-30,2026-11-30,243
13111,21579,Property,8917.68284041352,2025-08-30,2026-08-30,167
13112,3388,Property,10743.062670723866,2023-03-13,2024-03-12,400
13113,10858,Health,19992.565735954675,2022-04-13,2023-04-13,420
13114,2926,Property,5584.946276358067,2025-05-04,2026-05-04,22
13115,6218,Property,7600.930159706277,2023-08-15,2024-08-14,348
13116,5507,Property,14915.169683390452,2021-10-12,2022-10-12,425
13117,15377,Vehicle,19668.439651165,2022-07-03,2023-07-03,237
13118,23731,Health,22376.463107381074,2020-11-27,2021-11-27,304
13119,24837,Vehicle,19548.002800757287,2025-11-21,2026-11-21,324
13120,8695,Vehicle,20549.96786714836,2021-03-18,2022-03-18,286
13121,7016,Health,14498.919955996753,2020-09-10,2021-09-10,328
13122,21586,Vehicle,24005.49237119313,2021-10-31,2022-10-31,385
13123,5339,Property,11997.446070162208,2025-12-08,2026-12-08,204
13124,15962,Vehicle,15845.042139527992,2025-10-29,2026-10-29,354
13125,9145,Health,5000.0,2022-09-27,2023-09-27,314
13126,77,Vehicle,24430.332510029028,2020-11-11,2021-11-11,57
13127,20924,Vehicle,22811.73718384861,2020-07-25,2021-07-25,61
13128,7888,Vehicle,15067.876853936214,2021-08-09,2022-08-09,32
13129,5938,Health,18426.819649580564,2025-01-10,2026-01-10,267
13130,1430,Vehicle,15205.037127089172,2020-12-18,2021-12-18,58
13131,14032,Property,10593.283512135757,2024-11-29,2025-11-29,157
13132,24392,Health,19155.365471225075,2025-10-27,2026-10-27,464
13133,9618,Vehicle,26841.612023711656,2024-10-08,2025-10-08,233
13134,929,Vehicle,28870.048239132688,2024-08-12,2025-08-12,254
13135,5952,Health,13939.668164637333,2020-09-28,2021-09-28,86
13136,16750,Vehicle,20997.90494152797,2020-01-01,2020-12-31,150
13137,365,Vehicle,17760.751699493438,2022-01-18,2023-01-18,222
13138,21158,Health,15722.680974516576,2020-10-11,2021-10-11,306
13139,6302,Vehicle,16056.787251701136,2021-07-26,2022-07-26,450
13140,14847,Health,14370.424935691042,2022-06-01,2023-06-01,250
13141,14272,Health,12129.039956535791,2025-07-23,2026-07-23,462
13142,373,Vehicle,15435.699332482543,2021-08-04,2022-08-04,406
13143,24362,Health,14385.208890874752,2025-09-29,2026-09-29,91
13144,9421,Vehicle,17575.794536664605,2024-09-28,2025-09-28,56
13145,16232,Health,14326.152347571118,2023-03-11,2024-03-10,347
13146,23034,Vehicle,24223.960290560757,2021-10-13,2022-10-13,119
13147,11946,Vehicle,22556.16597232406,2022-07-19,2023-07-19,498
13148,12014,Health,19508.14241041293,2025-05-12,2026-05-12,338
13149,14181,Health,12875.76752916457,2023-06-26,2024-06-25,317
13150,20943,Vehicle,16674.17194624289,2023-06-13,2024-06-12,67
13151,19995,Health,16489.481285222035,2025-06-02,2026-06-02,114
13152,24032,Health,11242.195999896352,2022-03-14,2023-03-14,140
13153,21045,Vehicle,25173.49715974096,2020-07-11,2021-07-11,18
13154,17927,Property,11802.05321973276,2021-03-14,2022-03-14,430
13155,159,Vehicle,18312.74453759816,2024-07-28,2025-07-28,483
13156,6744,Property,11812.444014313623,2022-09-19,2023-09-19,382
13157,6082,Property,10425.879682295892,2021-06-22,2022-06-22,197
13158,24820,Health,10701.90842257274,2022-10-28,2023-10-28,433
13159,10951,Vehicle,21829.40262606877,2021-01-14,2022-01-14,64
13160,881,Health,13917.552991012417,2025-01-19,2026-01-19,35
13161,3445,Vehicle,15003.848784109658,2025-06-02,2026-06-02,439
13162,19558,Health,16599.806711397177,2024-06-01,2025-06-01,253
13163,5128,Vehicle,14811.868696261346,2023-05-01,2024-04-30,231
13164,20292,Health,15264.77299400474,2021-10-04,2022-10-04,451
13165,15390,Vehicle,12312.247352948963,2023-12-07,2024-12-06,119
13166,6521,Health,21604.856261992674,2024-02-24,2025-02-23,384
13167,10195,Vehicle,15913.083432907526,2021-10-05,2022-10-05,366
13168,19901,Vehicle,24682.8743513052,2022-07-14,2023-07-14,462
13169,11813,Vehicle,16833.962382719732,2021-08-23,2022-08-23,139
13170,22100,Health,12807.69666437569,2023-06-18,2024-06-17,199
13171,21549,Vehicle,21667.43138189063,2023-07-25,2024-07-24,12
13172,8812,Health,15682.870106967412,2020-04-05,2021-04-05,226
13173,3853,Vehicle,17117.344010954126,2020-05-10,2021-05-10,110
13174,18464,Health,5000.0,2025-10-14,2026-10-14,266
13175,14198,Health,14259.384800856224,2020-02-17,2021-02-16,9
13176,23998,Health,16757.911132206962,2022-08-30,2023-08-30,82
13177,5747,Health,9735.60923843804,2024-08-21,2025-08-21,35
13178,24578,Property,15204.911485720218,2021-11-22,2022-11-22,317
13179,23373,Health,10259.30971251848,2022-09-19,2023-09-19,40
13180,1328,Health,9772.024013580824,2023-10-23,2024-10-22,29
13181,4878,Property,9906.819241927657,2021-06-21,2022-06-21,138
13182,22229,Health,12519.084355641104,2024-10-06,2025-10-06,339
13183,24865,Property,10836.318808493274,2023-12-05,2024-12-04,267
13184,10276,Health,18169.83454100075,2025-02-07,2026-02-07,319
13185,3797,Property,12386.0766936765,2020-09-10,2021-09-10,144
13186,15536,Vehicle,22606.725793581027,2021-06-19,2022-06-19,353
13187,16670,Health,14878.482416708974,2022-06-24,2023-06-24,225
13188,9628,Vehicle,18523.02791636973,2021-07-13,2022-07-13,352
13189,7781,Health,11236.186923636358,2024-10-08,2025-10-08,347
13190,9641,Vehicle,22997.18288392077,2025-01-02,2026-01-02,158
13191,11084,Vehicle,19634.67599200742,2023-05-13,2024-05-12,225
13192,14377,Vehicle,23801.501454530997,2023-06-28,2024-06-27,21
13193,6667,Vehicle,27916.162511811435,2024-04-10,2025-04-10,91
13194,11526,Health,16905.002628754464,2024-12-20,2025-12-20,125
13195,24724,Vehicle,21378.687195401144,2023-12-23,2024-12-22,364
13196,12617,Property,12012.69071382125,2025-09-09,2026-09-09,160
13197,6912,Vehicle,28200.87061036462,2023-03-04,2024-03-03,189
13198,23216,Vehicle,22945.717872293502,2025-06-28,2026-06-28,411
13199,4423,Property,12941.923591946546,2022-08-22,2023-08-22,289
13200,23893,Property,9914.135340765368,2020-03-28,2021-03-28,419
13201,24786,Vehicle,28495.91700419037,2020-06-02,2021-06-02,29
13202,15742,Vehicle,15057.117093945271,2022-08-13,2023-08-13,58
13203,22031,Vehicle,14382.864308761384,2024-09-01,2025-09-01,88
13204,11778,Health,21347.63016093844,2020-12-17,2021-12-17,490
13205,3186,Property,14550.039159487496,2021-06-17,2022-06-17,279
13206,2507,Property,12679.193273553996,2023-02-15,2024-02-15,237
13207,3839,Vehicle,22749.79974270483,2020-11-01,2021-11-01,224
13208,22837,Vehicle,19396.59899933065,2022-06-21,2023-06-21,94
13209,20663,Property,10270.096782244254,2021-11-18,2022-11-18,385
13210,13254,Vehicle,23017.089209891656,2021-10-31,2022-10-31,311
13211,24461,Property,10875.340502454188,2022-11-06,2023-11-06,245
13212,20652,Health,14111.777799784848,2024-06-19,2025-06-19,463
13213,10938,Property,10814.519690477417,2023-02-22,2024-02-22,158
13214,11921,Health,15504.162655538968,2024-10-05,2025-10-05,248
13215,7849,Vehicle,19466.80402763137,2024-02-06,2025-02-05,343
13216,4121,Vehicle,23363.131225734032,2025-10-16,2026-10-16,467
13217,23877,Vehicle,21868.724370388107,2025-10-17,2026-10-17,5
13218,4750,Vehicle,22252.695209208097,2024-12-25,2025-12-25,454
13219,23917,Vehicle,13562.61732652742,2025-09-09,2026-09-09,128
13220,9502,Vehicle,16970.015010918636,2024-09-17,2025-09-17,409
13221,8923,Vehicle,14733.768667757737,2025-11-17,2026-11-17,446
13222,17007,Vehicle,18707.828161684265,2023-08-06,2024-08-05,14
13223,12765,Vehicle,15507.595737394357,2025-01-26,2026-01-26,67
13224,15835,Vehicle,16035.355112443993,2023-11-28,2024-11-27,413
13225,1661,Vehicle,20890.009637028903,2022-08-24,2023-08-24,278
13226,20933,Vehicle,23144.49004755383,2022-06-23,2023-06-23,212
13227,7194,Health,5746.988402145174,2025-10-07,2026-10-07,2
13228,17947,Vehicle,33971.6374978396,2021-05-08,2022-05-08,486
13229,24079,Property,14954.338968417302,2024-06-29,2025-06-29,153
13230,11727,Vehicle,26108.187310986385,2020-11-09,2021-11-09,106
13231,5602,Health,17095.797921776837,2022-08-26,2023-08-26,75
13232,14082,Health,15655.652955024609,2022-06-27,2023-06-27,267
13233,13102,Vehicle,20832.139779959627,2025-04-17,2026-04-17,57
13234,367,Health,12821.99491470164,2025-07-12,2026-07-12,89
13235,16883,Health,15099.05164957372,2024-05-13,2025-05-13,65
13236,21628,Property,14280.91699456852,2024-02-10,2025-02-09,208
13237,4432,Property,16526.21018919173,2024-01-02,2025-01-01,338
13238,2121,Vehicle,25014.950403660023,2021-08-15,2022-08-15,164
13239,7283,Health,15760.714076861072,2021-09-26,2022-09-26,412
13240,19280,Vehicle,24166.34930076197,2023-08-23,2024-08-22,173
13241,6572,Health,20897.079846907647,2024-06-08,2025-06-08,428
13242,531,Property,14256.948963417182,2023-11-17,2024-11-16,4
13243,2120,Vehicle,24733.09816264527,2025-03-23,2026-03-23,237
13244,19757,Health,22408.251444802565,2023-09-19,2024-09-18,70
13245,894,Health,8849.575675600758,2025-01-25,2026-01-25,350
13246,17109,Property,9976.391560524302,2022-03-19,2023-03-19,305
13247,19011,Vehicle,28496.99503444473,2021-07-25,2022-07-25,397
13248,1743,Property,8881.14159575505,2020-05-03,2021-05-03,282
13249,9794,Health,10813.912893282424,2020-03-08,2021-03-08,408
13250,5654,Health,18714.929920819774,2021-03-02,2022-03-02,369
13251,12433,Vehicle,24902.92500686393,2020-12-21,2021-12-21,245
13252,3258,Vehicle,23203.88734423045,2025-04-01,2026-04-01,426
13253,21328,Vehicle,18921.842085096672,2022-03-04,2023-03-04,152
13254,20143,Vehicle,18219.73171137652,2020-08-17,2021-08-17,314
13255,21868,Vehicle,11945.984427258642,2024-03-13,2025-03-13,339
13256,14717,Vehicle,23186.452804480392,2023-05-09,2024-05-08,425
13257,18062,Health,17439.03340108159,2022-01-29,2023-01-29,262
13258,8561,Vehicle,23669.34035127754,2021-06-19,2022-06-19,434
13259,9257,Vehicle,18600.82665262079,2022-02-13,2023-02-13,206
13260,9669,Vehicle,29027.73697494552,2020-07-09,2021-07-09,150
13261,23863,Vehicle,15984.96594795679,2021-03-03,2022-03-03,383
13262,10389,Vehicle,14256.897366435369,2022-08-07,2023-08-07,140
13263,16159,Health,15813.495540347689,2022-01-01,2023-01-01,277
13264,21792,Health,19315.858641006987,2023-07-25,2024-07-24,212
13265,19920,Health,23271.119838864703,2025-04-04,2026-04-04,326
13266,8824,Health,15425.504727497158,2021-03-15,2022-03-15,284
13267,23561,Health,10148.646191901453,2024-08-05,2025-08-05,300
13268,12553,Vehicle,25617.22369691789,2020-08-17,2021-08-17,179
13269,17208,Vehicle,18133.82949585444,2024-07-13,2025-07-13,334
13270,17160,Health,15562.768344800686,2024-03-16,2025-03-16,203
13271,9496,Property,10979.052298407289,2025-11-15,2026-11-15,137
13272,8272,Vehicle,31162.021929606577,2023-01-24,2024-01-24,70
13273,11668,Health,15454.831681091426,2022-01-26,2023-01-26,165
13274,8453,Vehicle,14436.022313161058,2021-03-25,2022-03-25,151
13275,11186,Vehicle,20251.265039325805,2025-10-18,2026-10-18,188
13276,6509,Vehicle,28908.312983954536,2020-07-22,2021-07-22,409
13277,11138,Health,18106.35923108718,2021-05-11,2022-05-11,452
13278,12739,Health,13928.426740530884,2023-05-28,2024-05-27,225
13279,23098,Vehicle,11620.33381223778,2022-04-13,2023-04-13,433
13280,24419,Health,11235.975966685308,2020-06-06,2021-06-06,484
13281,8862,Health,12365.84347883379,2022-03-06,2023-03-06,273
13282,3087,Health,20871.700643316384,2022-02-20,2023-02-20,27
13283,22914,Health,17725.491055741517,2024-08-17,2025-08-17,262
13284,24006,Vehicle,22423.13193158981,2023-10-01,2024-09-30,107
13285,15197,Vehicle,23861.096694258977,2022-10-07,2023-10-07,214
13286,14308,Health,14828.383885349733,2025-05-10,2026-05-10,278
13287,24320,Vehicle,19467.436205680428,2020-09-07,2021-09-07,305
13288,7290,Vehicle,22204.19420718673,2025-02-18,2026-02-18,230
13289,15638,Health,13791.772932502274,2021-12-16,2022-12-16,283
13290,14142,Health,14906.22669384172,2020-08-30,2021-08-30,385
13291,19680,Vehicle,32774.31353495997,2021-03-04,2022-03-04,69
13292,17938,Vehicle,21304.840335785804,2021-07-02,2022-07-02,176
13293,13034,Health,13004.143500118393,2023-10-14,2024-10-13,172
13294,2501,Property,7909.086301104499,2024-04-17,2025-04-17,375
13295,21311,Health,20903.06909236704,2020-04-15,2021-04-15,246
13296,13494,Health,14213.445186112947,2022-11-20,2023-11-20,274
13297,19325,Property,14369.554890592835,2024-02-26,2025-02-25,345
13298,13851,Vehicle,19593.27074652712,2023-01-19,2024-01-19,36
13299,1324,Health,24747.98182756741,2023-10-22,2024-10-21,93
13300,12990,Property,8572.20370085904,2021-01-26,2022-01-26,266
13301,11758,Vehicle,20481.629566565796,2021-02-16,2022-02-16,245
13302,1256,Vehicle,28059.647804510663,2022-03-13,2023-03-13,111
13303,20996,Health,14472.106600203537,2021-11-02,2022-11-02,451
13304,5445,Health,16192.050993429932,2020-03-31,2021-03-31,146
13305,15353,Vehicle,21093.361483923643,2020-01-30,2021-01-29,135
13306,15614,Vehicle,25313.30422045465,2021-09-08,2022-09-08,318
13307,5143,Health,19670.799541466087,2020-08-07,2021-08-07,311
13308,8171,Vehicle,20724.94659148358,2020-08-05,2021-08-05,259
13309,16268,Vehicle,21564.7418973743,2023-07-05,2024-07-04,340
13310,3094,Vehicle,26235.959946287163,2021-11-24,2022-11-24,76
13311,20320,Vehicle,26829.636349754852,2021-05-07,2022-05-07,177
13312,13370,Vehicle,20791.54225848651,2022-10-07,2023-10-07,185
13313,16476,Health,15821.990147595232,2022-11-12,2023-11-12,59
13314,1213,Property,7758.043075007848,2023-06-22,2024-06-21,390
13315,9874,Health,15593.553590181777,2023-09-07,2024-09-06,165
13316,20341,Health,12242.125285823762,2023-02-04,2024-02-04,130
13317,4803,Vehicle,12165.05117819073,2023-09-01,2024-08-31,255
13318,20190,Vehicle,16367.10424316836,2024-04-20,2025-04-20,289
13319,2381,Health,14459.710717898475,2020-11-27,2021-11-27,16
13320,17575,Health,17577.104870093197,2023-06-17,2024-06-16,276
13321,4250,Vehicle,11380.247744096354,2021-11-07,2022-11-07,444
13322,14353,Property,9421.876981293088,2024-01-07,2025-01-06,124
13323,17202,Property,8667.743233493988,2023-08-01,2024-07-31,197
13324,6304,Vehicle,16458.1376679193,2023-09-25,2024-09-24,114
13325,10352,Vehicle,18574.295387532085,2023-03-30,2024-03-29,482
13326,1113,Property,7470.064101232812,2025-11-24,2026-11-24,220
13327,21744,Health,22760.82645721513,2023-02-09,2024-02-09,2
13328,7072,Health,8408.575381709801,2021-09-14,2022-09-14,104
13329,17624,Vehicle,12557.024021535952,2020-02-14,2021-02-13,454
13330,2936,Vehicle,15909.175018151747,2025-12-15,2026-12-15,248
13331,21307,Health,18768.47216938065,2022-09-12,2023-09-12,12
13332,21128,Health,11397.632352175931,2021-07-04,2022-07-04,483
13333,9772,Vehicle,15827.579369458188,2025-01-30,2026-01-30,313
13334,4853,Property,12581.971352372117,2023-03-28,2024-03-27,32
13335,1403,Health,16507.332732729952,2023-01-15,2024-01-15,384
13336,3317,Vehicle,15812.878096439415,2024-03-17,2025-03-17,220
13337,8128,Vehicle,13986.142131679266,2020-04-06,2021-04-06,192
13338,11341,Property,9411.757510919047,2020-08-25,2021-08-25,348
13339,18462,Vehicle,29468.03099920777,2023-11-11,2024-11-10,196
13340,17990,Vehicle,17121.03265206893,2022-08-28,2023-08-28,362
13341,15710,Vehicle,18009.591945624335,2025-03-21,2026-03-21,446
13342,5871,Vehicle,18757.19153850679,2020-12-16,2021-12-16,41
13343,21393,Vehicle,23047.18652124533,2024-11-07,2025-11-07,345
13344,4568,Vehicle,22575.58244188965,2022-07-13,2023-07-13,454
13345,5577,Vehicle,15205.948493353875,2022-01-26,2023-01-26,325
13346,22710,Health,14281.49371940523,2025-11-09,2026-11-09,446
13347,10643,Vehicle,21748.814060324363,2023-04-09,2024-04-08,216
13348,10783,Property,9285.742956723956,2025-03-28,2026-03-28,436
13349,16235,Health,13865.749454598,2025-02-19,2026-02-19,120
13350,8345,Property,10892.920593513603,2020-12-27,2021-12-27,407
13351,7521,Health,18210.0930344062,2023-08-12,2024-08-11,392
13352,2487,Property,8502.828464627813,2025-11-01,2026-11-01,293
13353,2866,Vehicle,23790.847327347263,2021-07-18,2022-07-18,77
13354,5925,Vehicle,29000.48277054671,2024-01-18,2025-01-17,471
13355,19705,Health,18463.74192422614,2022-10-23,2023-10-23,438
13356,19310,Property,11063.704686436544,2022-05-15,2023-05-15,300
13357,10403,Property,15031.669764401968,2023-10-23,2024-10-22,487
13358,12384,Vehicle,14072.94341547805,2021-05-25,2022-05-25,471
13359,13440,Vehicle,20256.304848238207,2025-09-07,2026-09-07,288
13360,11734,Vehicle,16695.36865596546,2020-10-24,2021-10-24,437
13361,19019,Vehicle,27746.67358264805,2020-12-28,2021-12-28,29
13362,1240,Vehicle,26893.496199908,2021-08-09,2022-08-09,166
13363,6498,Vehicle,13866.852820293136,2025-08-23,2026-08-23,464
13364,19599,Vehicle,7757.252361561161,2025-07-17,2026-07-17,489
13365,17995,Health,9340.636128184517,2023-05-29,2024-05-28,452
13366,2264,Vehicle,19993.937263399308,2023-08-07,2024-08-06,32
13367,23114,Vehicle,19803.93703816701,2020-02-19,2021-02-18,191
13368,22951,Property,10875.00780483465,2025-03-04,2026-03-04,333
13369,1379,Vehicle,17014.12752936611,2020-12-28,2021-12-28,82
13370,2587,Vehicle,18550.04150784624,2023-05-17,2024-05-16,491
13371,8140,Vehicle,18476.7017577145,2023-12-18,2024-12-17,121
13372,24930,Vehicle,18857.998422342647,2022-05-13,2023-05-13,486
13373,1406,Health,14664.85093189591,2021-09-21,2022-09-21,481
13374,75,Vehicle,10480.47803385829,2025-03-12,2026-03-12,263
13375,10686,Property,8878.575942488409,2023-11-27,2024-11-26,104
13376,12123,Vehicle,23296.006077133057,2023-01-13,2024-01-13,184
13377,20280,Health,20030.91018128884,2024-10-07,2025-10-07,258
13378,21200,Property,12967.288502827096,2023-01-08,2024-01-08,452
13379,16207,Vehicle,17314.384565872366,2023-04-25,2024-04-24,172
13380,1933,Property,12027.122141449314,2021-02-22,2022-02-22,52
13381,7905,Vehicle,28182.82366377617,2024-11-01,2025-11-01,374
13382,17285,Health,14189.18104068517,2025-12-05,2026-12-05,424
13383,11634,Health,23423.48105720008,2021-03-14,2022-03-14,136
