customer_id,age,gender,city,income,registration_date,risk_category
7942,51,Male,Hyderabad,1071110.7471156884,2020-03-03,Low
7943,26,Female,Delhi,1003744.7559963074,2025-07-10,High
7944,30,Male,Jaipur,1130690.7075833757,2023-12-16,Low
7945,42,Female,Kolkata,565408.6380755026,2022-04-18,Low
7946,32,Male,Bengaluru,1121666.2502977047,2025-08-19,Low
7947,26,Male,Lucknow,823518.63303279,2021-11-17,High
7948,56,Male,Chennai,,2021-01-12,Medium
7949,48,Male,Kolkata,968595.2271135793,2020-12-29,Low
7950,23,Male,Jaipur,914763.7486168557,2021-03-18,High
7951,45,Male,Chennai,527943.973687258,2024-11-10,Low
7952,52,Male,Jaipur,1038770.1555206979,2021-12-15,Low
7953,54,Male,Mumbai,887919.6280253674,2022-09-08,Low
7954,60,Male,Lucknow,431728.64097356074,2025-05-18,Medium
7955,51,Male,Hyderabad,679079.8548659987,2022-04-10,Low
7956,58,Male,Mumbai,496729.5843689775,2023-04-29,Medium
7957,49,Male,Delhi,443448.1791140515,2023-02-20,Low
7958,52,Female,Delhi,1013331.0610899206,2022-02-18,Low
7959,32,Female,Lucknow,430156.61985952756,2022-07-11,Low
7960,44,Male,Chennai,469720.4262209655,2021-01-17,Low
7961,23,Male,Mumbai,1294555.7415847066,2021-10-09,High
7962,61,Female,Lucknow,688028.5495876595,2024-11-21,Medium
7963,62,Male,Bengaluru,964415.1985909522,2023-04-24,Medium
7964,48,Male,Kolkata,1081207.883642301,2022-06-27,Low
7965,56,Male,Mumbai,993553.4021276431,2022-02-28,Medium
7966,23,Female,Mumbai,837393.2106228698,2023-08-24,High
7967,60,Male,Bengaluru,790683.9801938676,2025-09-06,Medium
7968,58,Female,Jaipur,934401.587211858,2020-08-06,Medium
7969,42,Female,Delhi,743834.3618055616,2025-06-27,Low
7970,26,Male,Kolkata,973721.7309659697,2023-04-25,High
7971,42,Female,Bengaluru,735260.2701327478,2024-09-05,Low
7972,50,Female,Kolkata,763615.974444818,2021-03-29,Low
7973,41,Female,Pune,1270440.0308025368,2023-06-13,Low
7974,59,Male,Pune,679902.437670174,2024-12-31,Medium
7975,41,Male,Delhi,804810.347357019,2024-05-04,Low
7976,46,Female,Bengaluru,907640.6816997055,2020-08-17,Low
7977,23,Male,Hyderabad,923698.364245141,2025-12-10,High
7978,53,Female,Ahmedabad,873215.6042619513,2025-03-09,Low
7979,47,Male,Chennai,487402.4595819187,2020-11-29,Low
7980,27,Male,Mumbai,840510.8420709242,2023-09-15,High
7981,62,Female,Jaipur,860707.2334920816,2022-10-13,Medium
7982,24,Male,Mumbai,1084990.0677212486,2021-08-12,High
7983,54,Female,Delhi,984810.3817806719,2024-03-18,Low
7984,22,Male,Pune,1101465.0898960498,2023-08-20,High
7985,26,Female,Bengaluru,549198.6521325062,2025-01-25,High
7986,34,Male,Kolkata,550994.9028964876,2023-12-22,Low
7987,40,Female,Ahmedabad,,2021-10-06,Low
7988,33,Male,Chennai,1083212.9964599065,2023-07-14,Low
7989,46,Male,Mumbai,749891.5193668221,2025-02-27,Low
7990,56,Female,Lucknow,614927.6157851872,2025-01-01,Medium
7991,33,Male,Bengaluru,399633.19964846247,2025-07-24,Low
7992,51,Female,Delhi,890757.3164162993,2023-09-08,Low
7993,26,Male,Kolkata,771771.5465279301,2021-08-03,High
7994,55,Female,Chennai,691513.4197923556,2020-11-13,Low
7995,43,Female,Pune,1026297.5090232961,2021-03-06,Low
7996,60,Female,Delhi,778301.3442806392,2020-12-20,Medium
7997,34,Female,Kolkata,800221.7215562917,2022-10-12,Low
7998,24,Female,Chennai,1024968.4306478286,2023-07-02,High
7999,41,Female,Kolkata,1347683.9448403392,2021-07-01,Low
8000,52,Female,Chennai,,2024-06-10,Low
8001,26,Female,Pune,580940.0563785143,2024-11-12,High
8002,45,Male,Chennai,552735.2576051818,2023-04-22,Low
8003,61,Male,Pune,919206.0429459235,2022-09-29,Medium
8004,54,Male,Mumbai,527370.2531572713,2022-08-08,Low
8005,29,Male,Jaipur,706694.4123208405,2024-07-16,High
8006,45,Female,Kolkata,728680.0049277788,2025-03-31,Low
8007,41,Female,Jaipur,1189099.7726679288,2025-08-24,Low
8008,37,Male,Mumbai,1098215.054607558,2022-08-31,Low
8009,33,Male,Delhi,415821.20098669454,2023-03-26,Low
8010,34,Female,Pune,1196206.064454651,2023-03-13,Low
8011,63,Male,Hyderabad,495962.1951600202,2022-10-19,Medium
8012,60,Female,Lucknow,840072.751857514,2021-03-10,Medium
8013,46,Male,Mumbai,591364.1033076055,2022-09-14,Low
8014,53,Female,Chennai,702923.847847578,2021-07-03,Low
8015,45,Female,Hyderabad,554897.763663612,2021-10-23,Low
8016,30,Male,Kolkata,1218880.6301401076,2025-11-01,Low
8017,61,Male,Pune,764976.1142883645,2023-11-11,Medium
8018,44,Female,Bengaluru,856397.454730116,2021-02-19,Low
8019,34,Male,Kolkata,531930.9455014315,2024-06-10,Low
8020,53,Male,Delhi,446233.7816831702,2020-09-12,Low
8021,36,Female,Lucknow,688963.8816764251,2020-01-09,Low
8022,57,Male,Hyderabad,930365.0171275906,2025-09-23,Medium
8023,26,Male,Lucknow,769636.962145963,2025-02-07,High
8024,43,Female,Jaipur,1043634.8741003966,2021-03-28,Low
8025,37,Female,Pune,831042.7226757264,2020-11-28,Low
8026,62,Female,Delhi,801616.3040282364,2022-04-19,Medium
8027,31,Male,Kolkata,933778.1713981284,2025-05-18,Low
8028,45,Female,Hyderabad,825074.882869321,2022-05-04,Low
8029,39,Male,Ahmedabad,1036007.3011837616,2022-08-01,Low
8030,39,Male,Ahmedabad,938802.6969416486,2023-09-10,Low
8031,28,Male,Mumbai,,2021-05-11,High
8032,25,Male,Ahmedabad,979114.1872850757,2024-03-06,High
8033,47,Female,Lucknow,1140067.652855054,2024-04-19,Low
8034,26,Male,Pune,1007233.5388333935,2025-07-23,High
8035,37,Male,Mumbai,1236898.8849355145,2024-11-14,Low
8036,56,Male,Bengaluru,664703.629023073,2023-07-01,Medium
8037,47,Female,Chennai,1008696.0378916098,2025-09-20,Low
8038,39,Female,Bengaluru,454820.8050986904,2023-01-06,Low
8039,50,Female,Bengaluru,1036768.2611986441,2025-09-11,Low
8040,44,Male,Mumbai,814111.1451066947,2023-11-02,Low
8041,35,Male,Ahmedabad,1034200.1476680641,2025-04-16,Low
8042,36,Female,Jaipur,1219877.7617286742,2021-10-27,Low
8043,54,Female,Chennai,1000274.179111609,2020-03-28,Low
8044,46,Male,Mumbai,696813.5994494882,2025-03-09,Low
8045,42,Female,Mumbai,528006.9822360119,2023-01-01,Low
8046,38,Male,Jaipur,934002.7138330439,2021-11-16,Low
8047,44,Female,Mumbai,728515.739861649,2022-04-19,Low
8048,64,Male,Jaipur,965899.7736643654,2020-12-06,Medium
8049,38,Male,Bengaluru,673314.8592878417,2025-07-04,Low
8050,35,Male,Bengaluru,567630.5357088047,2020-03-19,Low
8051,50,Female,Hyderabad,739565.0465160686,2024-03-02,Low
8052,41,Female,Chennai,925238.0441047127,2021-08-13,Low
8053,51,Male,Kolkata,830549.6761483729,2022-04-15,Low
8054,40,Female,Kolkata,596728.5688232023,2025-08-28,Low
8055,60,Male,Lucknow,1250128.5283233998,2022-09-15,Medium
8056,34,Female,Jaipur,765314.2748667258,2022-10-22,Low
8057,39,Female,Mumbai,234543.95832167973,2023-09-21,Low
8058,44,Male,Jaipur,1033074.3468911995,2025-03-05,Low
8059,54,Female,Hyderabad,797224.0240983063,2020-08-18,Low
8060,60,Female,Pune,757369.5064811308,2023-03-02,Medium
8061,61,Male,Kolkata,752401.4233360474,2021-09-23,Medium
8062,39,Male,Jaipur,753809.2669097378,2021-12-29,Low
8063,30,Male,Delhi,1217244.160114294,2020-10-04,Low
8064,54,Male,Delhi,916133.0337603932,2025-10-07,Low
8065,53,Female,Pune,865094.4647599553,2022-10-04,Low
8066,38,Female,Jaipur,734315.2441573133,2021-06-06,Low
8067,40,Male,Chennai,1232118.4567273615,2025-10-19,Low
8068,48,Female,Pune,,2024-08-26,Low
8069,27,Male,Ahmedabad,1047263.5043838369,2024-08-31,High
8070,56,Male,Ahmedabad,869541.9929212749,2025-12-06,Medium
8071,58,Male,Hyderabad,1049984.3805975732,2024-12-22,Medium
8072,55,Female,Lucknow,898296.0579838622,2024-11-18,Low
8073,41,Female,Pune,707177.690546228,2022-02-18,Low
8074,46,Female,Mumbai,892353.9540624686,2025-02-01,Low
8075,25,Male,Hyderabad,1324271.387801707,2023-05-20,High
8076,31,Male,Chennai,850954.583477434,2020-12-21,Low
8077,31,Female,Lucknow,1117542.4318900448,2025-04-16,Low
8078,45,Female,Pune,1097844.9296534676,2021-10-04,Low
8079,42,Female,Kolkata,940717.419049725,2022-10-29,Low
8080,32,Female,Hyderabad,1214193.592380742,2020-12-28,Low
8081,48,Male,Bengaluru,256768.85801032255,2021-01-25,Low
8082,37,Female,Kolkata,340905.55316981656,2023-04-29,Low
8083,47,Female,Lucknow,1231956.6350224288,2023-02-09,Low
8084,51,Male,Chennai,638143.4856384618,2025-01-20,Low
8085,37,Female,Bengaluru,827943.0179829188,2023-03-12,Low
8086,28,Female,Hyderabad,1237644.5555201923,2020-09-30,High
8087,37,Female,Delhi,849912.557800783,2021-04-10,Low
8088,56,Male,Jaipur,1222402.1920071447,2022-05-29,Medium
8089,37,Male,Pune,702940.0793108355,2022-04-05,Low
8090,61,Female,Lucknow,,2021-02-21,Medium
8091,33,Male,Bengaluru,,2020-10-24,Low
8092,56,Female,Ahmedabad,1172658.4019784776,2022-04-05,Medium
8093,42,Female,Ahmedabad,734596.2032660949,2021-07-17,Low
8094,64,Male,Mumbai,,2021-06-19,Medium
8095,57,Female,Chennai,683095.2465607799,2024-05-14,Medium
8096,38,Male,Chennai,694186.8439552261,2025-08-07,Low
8097,53,Male,Bengaluru,638212.4903533258,2020-10-28,Low
8098,62,Male,Delhi,627819.2386094918,2025-08-20,Medium
8099,27,Female,Mumbai,1080429.3189735569,2023-08-24,High
8100,45,Female,Hyderabad,1151954.8773723794,2020-12-12,Low
8101,48,Female,Lucknow,897981.8740806371,2021-12-25,Low
8102,41,Female,Delhi,638167.6145727164,2023-03-12,Low
8103,46,Male,Chennai,653992.3726345748,2024-12-27,Low
8104,23,Female,Lucknow,281772.17542922404,2024-05-05,High
8105,30,Female,Delhi,894921.4278363271,2021-12-27,Low
8106,49,Male,Mumbai,629317.4452009723,2024-02-13,Low
8107,59,Male,Lucknow,1167775.0885026325,2021-04-12,Medium
8108,24,Female,Lucknow,455471.52463632514,2023-09-14,High
8109,41,Male,Lucknow,651911.8918628807,2021-01-26,Low
8110,27,Female,Lucknow,776109.5826823976,2022-03-30,High
8111,60,Female,Jaipur,916307.3882708714,2023-03-18,Medium
8112,54,Male,Delhi,1250736.415709679,2020-02-15,Low
8113,22,Male,Lucknow,457392.2747012978,2025-09-22,High
8114,58,Female,Hyderabad,724515.5035309158,2024-08-10,Medium
8115,27,Female,Bengaluru,,2021-02-01,High
8116,55,Female,Mumbai,997487.8976609607,2024-06-22,Low
8117,36,Female,Ahmedabad,638276.4548399032,2023-09-27,Low
8118,47,Female,Delhi,774174.0700689518,2023-01-05,Low
8119,35,Male,Ahmedabad,756934.1154382444,2025-04-17,Low
8120,28,Female,Mumbai,829071.734587324,2024-01-11,High
8121,52,Male,Kolkata,760932.4136680133,2025-08-25,Low
8122,45,Male,Hyderabad,557079.4909972341,2024-05-15,Low
8123,52,Male,Bengaluru,821224.9938453024,2020-08-13,Low
8124,50,Female,Mumbai,601403.2061884962,2020-10-15,Low
8125,63,Female,Lucknow,,2022-11-12,Medium
8126,53,Male,Mumbai,814353.3901800179,2024-05-12,Low
8127,38,Male,Pune,540064.3050619898,2021-09-07,Low
8128,35,Male,Kolkata,1401718.9165711566,2025-07-09,Low
8129,61,Male,Bengaluru,1214712.967989652,2022-05-14,Medium
8130,57,Male,Delhi,1410868.1587084886,2020-01-27,Medium
8131,45,Female,Lucknow,714276.1727643016,2023-10-30,Low
8132,48,Male,Bengaluru,591203.4814849339,2022-05-20,Low
8133,46,Female,Ahmedabad,1001624.790791051,2023-11-23,Low
8134,53,Male,Pune,1077007.0277501529,2022-11-12,Low
8135,39,Male,Pune,849181.8111405559,2025-04-05,Low
8136,39,Female,Chennai,274064.92522747885,2025-03-03,Low
8137,58,Female,Lucknow,554723.8567028729,2025-08-14,Medium
8138,47,Male,Bengaluru,905626.1614010155,2021-06-06,Low
8139,30,Female,Mumbai,634956.6715371106,2021-06-10,Low
8140,56,Female,Mumbai,458747.4391181984,2022-06-21,Medium
8141,29,Male,Kolkata,735586.0900456297,2022-07-26,High
8142,41,Male,Hyderabad,200000.0,2020-10-07,Low
8143,63,Male,Pune,649173.6030929033,2025-08-19,Medium
8144,43,Female,Lucknow,693494.1766976798,2025-07-17,Low
8145,40,Male,Lucknow,877599.2325665586,2025-05-11,Low
8146,51,Male,Lucknow,936905.2877324085,2021-05-18,Low
8147,49,Female,Mumbai,894427.4539769948,2022-04-01,Low
8148,56,Male,Kolkata,1024312.2082400238,2020-09-24,Medium
8149,64,Female,Pune,758005.2097167633,2020-06-29,Medium
8150,32,Female,Mumbai,436102.9863593961,2021-11-10,Low
8151,52,Male,Delhi,811048.628243336,2024-01-25,Low
8152,60,Female,Jaipur,581124.8532825818,2022-04-21,Medium
8153,57,Female,Jaipur,460778.2364530569,2021-04-24,Medium
8154,51,Male,Kolkata,944754.1196586806,2024-02-26,Low
8155,44,Female,Hyderabad,446779.29620509304,2023-09-18,Low
8156,40,Male,Pune,970052.3820426464,2021-03-08,Low
8157,33,Male,Chennai,476960.31734434277,2020-10-11,Low
8158,36,Male,Bengaluru,727363.571926464,2024-10-24,Low
8159,52,Male,Hyderabad,658994.3171438259,2023-09-07,Low
8160,64,Male,Delhi,1084223.7492283992,2025-01-18,Medium
8161,58,Female,Kolkata,948584.1521842473,2021-01-06,Medium
8162,58,Female,Bengaluru,593938.7618029749,2025-05-21,Medium
8163,36,Female,Pune,760601.2129928318,2021-09-10,Low
8164,50,Male,Hyderabad,1132353.1317390604,2024-09-14,Low
8165,64,Male,Ahmedabad,,2023-04-05,Medium
8166,47,Male,Mumbai,457797.64088584995,2021-06-28,Low
8167,23,Male,Jaipur,1129049.1848038356,2025-11-20,High
8168,41,Female,Bengaluru,1109911.9820841148,2023-10-05,Low
8169,36,Female,Bengaluru,844653.2993580512,2024-06-07,Low
8170,25,Male,Chennai,777309.9817851549,2023-11-29,High
8171,43,Male,Lucknow,662391.0871176652,2024-08-12,Low
8172,59,Male,Mumbai,486649.0361087976,2022-08-19,Medium
8173,44,Female,Bengaluru,884735.7739848192,2023-03-14,Low
8174,47,Female,Hyderabad,757485.8228176303,2021-03-25,Low
8175,32,Male,Delhi,908730.1213197063,2021-03-21,Low
8176,49,Male,Kolkata,914702.6800448307,2020-05-03,Low
8177,23,Female,Lucknow,1429475.448463955,2022-12-07,High
8178,29,Female,Hyderabad,1099170.9185849142,2022-06-20,High
8179,50,Male,Mumbai,936729.1621675375,2024-08-19,Low
8180,32,Male,Bengaluru,265759.5791053722,2021-11-27,Low
8181,58,Male,Pune,898077.3542218765,2024-03-11,Medium
8182,39,Female,Bengaluru,1195566.8872476944,2025-01-18,Low
8183,35,Male,Kolkata,693259.902370872,2022-08-17,Low
8184,31,Female,Kolkata,1347670.251052818,2022-04-26,Low
8185,56,Male,Mumbai,935966.0989585379,2021-07-13,Medium
8186,30,Male,Delhi,873638.7447770484,2021-02-25,Low
8187,56,Male,Lucknow,552307.5440114725,2022-01-13,Medium
8188,32,Female,Kolkata,1175925.0796088232,2024-06-06,Low
8189,33,Male,Delhi,592343.4128495358,2023-03-30,Low
8190,24,Female,Delhi,658906.5892855205,2024-06-01,High
8191,60,Male,Hyderabad,329730.74880398076,2022-09-13,Medium
8192,35,Female,Ahmedabad,1024038.4612798127,2023-01-30,Low
8193,49,Male,Kolkata,946916.289712027,2020-10-18,Low
8194,32,Female,Ahmedabad,802550.5318883653,2023-01-04,Low
8195,60,Male,Hyderabad,985061.231634289,2022-09-15,Medium
8196,46,Female,Bengaluru,961497.5104332514,2025-06-25,Low
8197,42,Female,Pune,708620.8184202887,2020-11-09,Low
8198,31,Male,Pune,603790.7061767051,2022-07-24,Low
8199,64,Female,Delhi,371181.9337468219,2024-10-14,Medium
8200,36,Female,Mumbai,755580.9146244075,2023-02-02,Low
8201,40,Male,Ahmedabad,472962.6746824196,2021-04-14,Low
8202,43,Female,Bengaluru,840667.024823677,2020-07-28,Low
8203,42,Male,Kolkata,759895.65738952,2020-05-15,Low
8204,53,Male,Pune,,2022-10-19,Low
8205,44,Female,Ahmedabad,1061629.0398371292,2024-05-31,Low
8206,34,Female,Kolkata,553408.9494968255,2024-12-22,Low
8207,26,Female,Pune,338004.3821495339,2025-12-10,High
8208,25,Female,Chennai,743651.7382357053,2021-06-12,High
8209,49,Female,Bengaluru,615014.1916274568,2023-05-24,Low
8210,35,Male,Delhi,830392.2903050102,2024-10-08,Low
8211,29,Male,Pune,571600.9873752635,2020-09-03,High
8212,30,Female,Ahmedabad,905132.0054676463,2022-10-14,Low
8213,56,Female,Ahmedabad,556779.8358968326,2024-01-14,Medium
8214,58,Female,Bengaluru,554074.419060094,2025-11-22,Medium
8215,42,Female,Delhi,954108.7069675653,2023-01-20,Low
8216,39,Female,Jaipur,,2022-10-05,Low
8217,54,Male,Kolkata,503233.1731137631,2021-11-28,Low
8218,29,Male,Lucknow,562046.0833998979,2024-09-01,High
8219,38,Male,Bengaluru,706796.3769617004,2021-11-02,Low
8220,64,Female,Chennai,514259.5517580496,2020-11-23,Medium
8221,52,Female,Mumbai,728016.2609497064,2023-06-06,Low
8222,55,Female,Delhi,736814.102376408,2024-07-17,Low
8223,27,Male,Jaipur,570733.7760178864,2022-08-12,High
8224,43,Male,Lucknow,962509.5837123544,2024-07-11,Low
8225,35,Male,Lucknow,544904.3876908964,2020-06-10,Low
8226,24,Male,Bengaluru,1111417.065865394,2023-12-26,High
8227,33,Female,Ahmedabad,745378.9579973037,2022-05-26,Low
8228,57,Female,Lucknow,635085.3856875502,2022-09-13,Medium
8229,33,Female,Ahmedabad,934841.3608318178,2025-11-23,Low
8230,23,Female,Chennai,808611.5645342714,2024-03-05,High
8231,23,Female,Ahmedabad,989973.1741816411,2020-12-13,High
8232,36,Female,Delhi,299735.77512225986,2021-04-14,Low
8233,44,Male,Delhi,929212.8570848514,2021-03-13,Low
8234,50,Female,Hyderabad,670180.7393819392,2025-01-24,Low
8235,38,Female,Ahmedabad,809396.0702894821,2021-01-03,Low
8236,53,Female,Delhi,777957.4961111005,2020-07-31,Low
8237,28,Female,Hyderabad,1136654.0221594179,2024-04-09,High
8238,51,Female,Ahmedabad,334875.90830781433,2023-09-29,Low
8239,49,Female,Bengaluru,1203523.630451885,2022-03-18,Low
8240,35,Female,Ahmedabad,976611.0244859024,2024-01-13,Low
8241,51,Female,Delhi,838034.1143105482,2023-04-08,Low
8242,38,Male,Mumbai,441618.7662304463,2020-05-02,Low
8243,53,Male,Kolkata,381983.04830253293,2021-06-23,Low
8244,27,Male,Ahmedabad,659763.3237541486,2025-09-24,High
8245,45,Female,Jaipur,958775.7560271274,2021-08-05,Low
8246,27,Male,Lucknow,798499.3460337865,2020-01-27,High
8247,48,Female,Ahmedabad,944560.0334051428,2024-05-16,Low
8248,39,Male,Delhi,,2023-02-15,Low
8249,45,Male,Mumbai,811099.9182769278,2021-07-21,Low
8250,58,Female,Pune,1073845.343799951,2020-11-01,Medium
8251,45,Female,Pune,,2020-08-29,Low
8252,59,Female,Bengaluru,486508.1928131127,2025-01-14,Medium
8253,55,Female,Kolkata,712019.4066896157,2021-08-04,Low
8254,61,Male,Pune,714800.736140557,2023-10-11,Medium
8255,36,Male,Jaipur,643408.8109844752,2025-05-22,Low
8256,32,Female,Mumbai,1026942.499717069,2025-04-23,Low
8257,43,Male,Bengaluru,1517868.8443400008,2022-02-01,Low
8258,45,Male,Chennai,521571.3526673083,2020-09-21,Low
8259,22,Male,Bengaluru,906192.0184654308,2020-08-26,High
8260,39,Female,Ahmedabad,873883.1187915956,2025-02-06,Low
8261,33,Female,Lucknow,879245.8950919381,2021-11-18,Low
8262,64,Female,Kolkata,,2021-10-19,Medium
8263,49,Male,Delhi,893323.2435531903,2024-06-14,Low
8264,61,Female,Mumbai,265925.4934911494,2024-06-16,Medium
8265,28,Female,Lucknow,,2024-02-20,High
8266,44,Male,Chennai,533264.7873131888,2024-06-25,Low
8267,42,Female,Jaipur,612858.4825649266,2020-10-16,Low
8268,55,Female,Lucknow,765104.5440924357,2022-12-05,Low
8269,32,Female,Jaipur,746323.0041753605,2021-06-17,Low
8270,43,Male,Mumbai,344150.56836854725,2020-08-28,Low
8271,63,Female,Bengaluru,,2025-01-19,Medium
8272,56,Male,Kolkata,270254.5542378328,2020-07-26,Medium
8273,50,Male,Chennai,411496.6207986685,2020-05-17,Low
8274,63,Male,Hyderabad,1047791.0634647615,2024-11-10,Medium
8275,49,Male,Delhi,732386.6992310057,2024-01-04,Low
8276,39,Male,Hyderabad,561824.0149104288,2020-05-06,Low
8277,35,Male,Chennai,320606.06043231743,2025-01-23,Low
8278,39,Female,Delhi,546793.9908197224,2021-12-25,Low
8279,49,Female,Lucknow,951795.6652272835,2021-01-31,Low
8280,45,Male,Mumbai,918916.0047225081,2025-12-02,Low
8281,29,Male,Pune,736884.2737617599,2021-05-08,High
8282,63,Female,Pune,733240.3235739386,2022-01-19,Medium
8283,29,Female,Ahmedabad,357186.9890413624,2023-09-13,High
8284,25,Female,Lucknow,605985.923943155,2023-06-23,High
8285,48,Male,Kolkata,938894.9585753256,2024-11-02,Low
8286,57,Male,Mumbai,631296.3301294906,2021-07-05,Medium
8287,26,Female,Ahmedabad,1205869.1012141102,2020-10-14,High
8288,54,Male,Delhi,1101391.3810911062,2025-03-07,Low
8289,55,Male,Bengaluru,686556.3948834483,2021-03-12,Low
8290,51,Male,Ahmedabad,733658.4946792935,2025-08-15,Low
8291,29,Male,Hyderabad,1355768.8107763277,2021-12-16,High
8292,60,Female,Chennai,1011798.7290325528,2021-05-18,Medium
8293,47,Male,Jaipur,817568.8015930174,2020-07-04,Low
8294,58,Male,Pune,846425.6437347548,2025-08-12,Medium
8295,55,Male,Lucknow,,2023-01-15,Low
8296,28,Male,Pune,795756.6015091006,2025-07-18,High
8297,61,Female,Mumbai,532255.6131465638,2024-10-08,Medium
8298,49,Male,Mumbai,699420.9273727441,2020-02-18,Low
8299,60,Male,Ahmedabad,440990.1202813308,2022-11-14,Medium
8300,60,Female,Lucknow,981202.6495706835,2022-05-29,Medium
8301,49,Male,Mumbai,766878.0532297335,2023-07-24,Low
8302,35,Male,Lucknow,993871.1916296834,2020-12-18,Low
8303,59,Male,Delhi,481392.98564111616,2023-10-13,Medium
8304,25,Male,Hyderabad,1155519.8159011714,2025-04-07,High
8305,63,Female,Jaipur,1124427.5138805057,2020-02-18,Medium
8306,39,Female,Pune,406392.8990850403,2020-07-20,Low
8307,46,Female,Pune,673529.9513058265,2021-10-19,Low
8308,28,Male,Lucknow,700667.7566147409,2022-02-08,High
8309,59,Male,Pune,440526.259138214,2025-01-03,Medium
8310,49,Female,Chennai,735032.9892150606,2021-06-25,Low
8311,26,Female,Mumbai,939522.9658303811,2023-10-02,High
8312,24,Male,Chennai,682642.7847683816,2021-04-27,High
8313,52,Male,Ahmedabad,371779.5229728097,2020-10-19,Low
8314,63,Male,Pune,993122.0260141965,2025-02-09,Medium
8315,41,Male,Pune,602076.0343484187,2023-05-30,Low
8316,40,Male,Delhi,628432.3151403491,2023-06-27,Low
8317,32,Male,Mumbai,1220323.1012609585,2023-11-04,Low
8318,61,Male,Hyderabad,899163.5635728565,2022-02-09,Medium
8319,24,Male,Ahmedabad,597735.1245087227,2023-11-02,High
8320,44,Male,Mumbai,502725.5208954953,2022-10-03,Low
8321,28,Male,Delhi,,2023-09-24,High
8322,44,Female,Pune,1024261.2402020579,2020-08-03,Low
8323,28,Male,Chennai,673317.2408151111,2020-02-09,High
8324,55,Male,Kolkata,485247.50364986033,2023-02-21,Low
8325,63,Male,Ahmedabad,896399.8199515309,2025-07-07,Medium
8326,40,Female,Jaipur,948480.47171315,2022-07-09,Low
8327,30,Male,Ahmedabad,706814.9771645461,2021-02-07,Low
8328,39,Female,Mumbai,524209.1506421374,2023-03-17,Low
8329,62,Male,Hyderabad,806189.6500342971,2022-02-24,Medium
8330,63,Female,Chennai,915437.3301711936,2025-03-08,Medium
8331,46,Female,Jaipur,678225.2909954585,2020-07-26,Low
8332,35,Male,Kolkata,865473.3024315253,2021-11-02,Low
8333,46,Female,Kolkata,890243.4239264756,2022-06-15,Low
8334,40,Female,Bengaluru,1086365.9855591166,2022-10-12,Low
8335,60,Male,Delhi,694829.1882950529,2022-07-14,Medium
8336,36,Male,Delhi,515185.9897442856,2021-05-28,Low
8337,37,Male,Pune,783170.0823660134,2022-02-26,Low
8338,48,Male,Chennai,1221875.516662878,2023-12-27,Low
8339,61,Male,Lucknow,359218.980389179,2024-09-02,Medium
8340,31,Male,Mumbai,221735.00731128245,2025-08-10,Low
8341,25,Female,Chennai,772990.3562751601,2024-09-11,High
8342,40,Female,Mumbai,705181.1741647539,2022-05-11,Low
8343,49,Male,Jaipur,747908.7486629868,2023-06-29,Low
8344,42,Male,Ahmedabad,738606.5242190746,2022-02-23,Low
8345,35,Male,Hyderabad,1051394.244468683,2020-10-18,Low
8346,54,Male,Mumbai,789384.561612358,2024-10-11,Low
8347,31,Female,Ahmedabad,1004897.350107165,2023-12-10,Low
8348,40,Female,Chennai,200000.0,2023-01-20,Low
8349,51,Male,Mumbai,667740.4445353441,2023-06-27,Low
8350,43,Female,Delhi,596175.953464013,2023-06-07,Low
8351,24,Female,Chennai,228837.13204476424,2020-09-11,High
8352,58,Male,Jaipur,825849.1451314937,2022-04-17,Medium
8353,62,Male,Lucknow,774922.5042405049,2022-05-15,Medium
8354,39,Female,Ahmedabad,683238.0977661652,2022-03-27,Low
8355,32,Male,Lucknow,768505.9409920218,2022-03-12,Low
8356,23,Male,Ahmedabad,825847.6457981487,2024-04-18,High
8357,33,Male,Jaipur,1053274.6688610534,2023-03-30,Low
8358,27,Female,Delhi,960632.437996343,2020-10-19,High
8359,64,Female,Pune,882138.6818376584,2020-09-18,Medium
8360,61,Female,Lucknow,1376809.683473997,2022-01-19,Medium
8361,50,Female,Chennai,622981.7650562337,2024-06-27,Low
8362,51,Male,Bengaluru,460024.6604676481,2020-08-26,Low
8363,23,Male,Lucknow,1093538.0244177377,2025-07-24,High
8364,30,Female,Ahmedabad,1266709.5282242969,2020-07-29,Low
8365,23,Female,Delhi,641201.9683356646,2023-02-24,High
8366,50,Male,Hyderabad,1144450.461175436,2021-11-12,Low
8367,54,Female,Chennai,666636.0456527381,2022-04-12,Low
8368,31,Female,Chennai,946188.2538767077,2023-04-15,Low
8369,55,Female,Hyderabad,960068.2313031864,2021-01-25,Low
8370,29,Female,Bengaluru,642236.7768698267,2025-12-11,High
8371,58,Female,Bengaluru,1261681.2533755815,2024-09-11,Medium
8372,54,Female,Chennai,1290395.6559422081,2024-02-17,Low
8373,27,Female,Lucknow,544698.3728460345,2023-07-07,High
8374,61,Male,Kolkata,850263.5615953782,2023-05-01,Medium
8375,40,Male,Mumbai,1028625.5688452423,2022-04-23,Low
8376,53,Male,Hyderabad,,2023-03-11,Low
8377,48,Female,Lucknow,806557.6532871358,2020-05-23,Low
8378,22,Male,Lucknow,386705.5400574471,2021-08-28,High
8379,64,Male,Kolkata,966871.0632902374,2022-01-19,Medium
8380,54,Male,Delhi,821493.2984646078,2023-08-19,Low
8381,61,Male,Lucknow,706557.7267483724,2025-11-24,Medium
